Content,Label
W Polsce służbę pełni 93 tys. policjantów. a liczba wolnych etatów. które pozostają nieobsadzone. wynosi 16 tys.,Piechocinski
W ostatnich latach Uzbekistan stał się głównym graczem w dziedzinie zielonej energii w Azji Środkowej. podpisując ponad 20 gigawatów projektów energii odnawialnej. w tym ponad 12 gigawatów energii wiatrowej i ponad 8 gigawatów mocy słonecznej. Oczekuje się. że moc odnawialnych,Piechocinski
W 2023 r. odnotowano wzrost łącznej liczby supermarketów i hipermarketów w porównaniu z rokiem poprzednim o 4.9 proc.  W 2023 r. szacowany udział wartości sprzedaży realizowanej łącznie przez supermarkety i hipermarkety w sprzedaży detalicznej w sklepach i na stacjach paliw,Piechocinski
gospodarczej,Piechocinski
Czeska firma inwestycyjna Jet Investment sfinalizowała sprzedaż grupy inżynieryjnej Tedom na rzecz japońskiego koncernu Yanmar Group. Transakcja ma znaczenie też dla polskiego rynku. gdyż Tedom dostarczał silniki gazowe dla biogazowni oraz instalacji kogeneracyjnych.,Piechocinski
zmniejszyła się skala zatrudnienia ukraińskich pracowników. W październiku 2022 r. w badaniach MIK 26 proc. firm deklarowało. że zatrudnia ukraińskich pracowników. Oznacza to. że w październiku 2024 r. o 3 pkt. proc. spadł udział firm. w których pracują nasi sąsiedzi ze wschodu.,Piechocinski
Rzepa: 25.10.2024 Projekt zakazujący jednorazowych i aromatyzowanych e-papierosów gotowy  Czytaj więcej na :   13 11 2024 Ujawniamy kulisy walki o sprzedaż e-papierosów Rząd wycofał się z zakazu jednorazowych e-papierosów w Polsce.,Piechocinski
Nowe badanie Światowej Organizacji Zdrowia. opublikowane w eBioMedicine. wymienia 17 patogenów. dla których opracowanie nowych szczepionek jest priorytetem.  Badanie WHO jest pierwszym globalnym wysiłkiem mającym na celu systematyczne ustalanie priorytetów dla patogenów,Piechocinski
Rośnie presja czynszowa w biurowcach Stawki biurowe w trzecim kwartale 2024 r. w głównych miastach regionalnych wynosiły od 11.5 euro do 18 euro za mkw.,Piechocinski
Według USDA potencjał eksportowy unijnej pszenicy (razem) w tym sezonie zmniejszy się do 30 mln ton z 37.9 mln ton w minionym sezonie. Mniejszy eksport będzie konsekwencją słabszych w tym roku zbiorów i olbrzymiej konkurencji na światowym rynku pszenicy. Jeszcze niższe prognozy,Piechocinski
Setna rocznica przyznania Literackiej Nagrody Nobla Reymontowi za powieść Chłopi,Piechocinski
W październiku 2024 r. z usług Kraków Airport skorzystało 1 029 476 pasażerów. dla porównaniu w tym samym okresie roku minionego odprawiono 868 810 osób.,Piechocinski
Najgorzej radzącym sobie sektorem rynku był w piątek sektor technologii informatycznych z indeksu S&P 500. który spadł o ponad 2 proc. Straciły na wartości Nvidia. Meta Platform. Alphabet i Microsoft.  Zyskały za to ponad 2 proc. akcje Tesli.,Piechocinski
Zapytani o wydatki z ostatnich trzech miesięcy. polscy konsumenci zadeklarowali średnią kwotę wydatków na poziomie 2661.31 PLN. Najwyższe średnie wydatki odnotowano w grupie wiekowej 25-34 lat. gdzie wyniosły one imponujące 3480.29 PLN. podczas gdy najniższa średnia. 2136.99 PLN.,Piechocinski
W tym roku udzielanie świadczeń wstrzymano w 91 podmiotach leczniczych. głównie z braku personelu – poinformował wiceminister zdrowia Jerzy Szafranowicz podczas posiedzenia sejmowej Komisji Zdrowia,Piechocinski
i jak zgłosi się do prawyborów  jeszcze Hołownia i Kandydatka Lewicy to w 1 turze będzie JEDEN KANDYDAT ?,Piechocinski
Świat: ponad 800 mln ludzi choruje na cukrzycę,Piechocinski
juz wkrótce powitam zimę w czapeczce i szaliku Kieleckiego,Piechocinski
W pierwszej połowie 2024 roku stawki czynszów za powierzchnie magazynowe w UE nadal wykazywały tendencję wzrostową. zwłaszcza w lokalizacjach najbardziej pożądanych przez najemców. Na koniec II kw. 2024 roku najdroższe magazyny typu big-box znajdowały się w Finlandii 13-15,Piechocinski
GMV w trzecim kwartale wzrosło w Zalando o 7.8% do 3.5 mld euro. przychody wzrosły o 5.0% do 2.4 mld euro.,Piechocinski
z raportu Instytutu Badawczego Randstad   6 na 10 pracodawców nie planuje podwyżek. 34 proc. badanych firm planuje podnieść wynagrodzenia swoim pracownikom w najbliższym półroczu. To niemal połowa firm. które takie podwyżki planowały na początku roku. ale zwyczajowo połowa roku,Piechocinski
Anna Pruska zrezygnowała z funkcji prezeski zarządu Comarchu. Równocześnie Janusz Jeremiasz Filipiak i Michał Pruski nie będą już wiceprezesami spółki informatycznej. Rezygnacje mają skutek natychmiastowy.,Piechocinski
Konferencja prasowa z przewodniczącą Ursulą von der Leyen  Droga do naszej przyszłej konkurencyjności jest jasna.   Dzieje się tak dzięki nieocenionej pracy Mario Draghiego. A także poświęceniu europejskich przywódców.   Idźmy więc naprzód. i to szybko.  Raport Draghiego wskazuje,Piechocinski
W grudniu planowane jest spotkanie ministrów rolnictwa Polski i Ukrainy z udziałem przedstawicieli organizacji branżowych z tych krajów. Tematem rozmów będzie sytuacja na rynkach rolnych w obu krajach - poinformowało w komunikacie ministerstwo rolnictwa.,Piechocinski
Szef MSW Włoch Matteo Piantedosi ogłosił . że jego kraj wznowi odsyłanie do Albanii migrantów uratowanych na Morzu Śródziemnym. Pierwsza taka operacja zakończyła się fiaskiem - sąd w Rzymie nakazał powrót do Włoch z Albanii migrantów z tzw. krajów niebezpiecznych.,Piechocinski
członek Izby Polska Azja Panattoni uzyskał pionierski zielony kredyt od Berlin Hyp AG o wartości 74.34 mln euro. Środki finansowe przeznaczone są na realizację centrum logistycznego w Bydgoszczy dla wiodącej firmy e-commerce.,Piechocinski
Przychody grupy InPost w trzecim kwartale 2024 r. wyniosły ponad 2.5 mld zł (wzrost o 23 proc. rdr i 25 proc. bez uwzględnienia efektu zmiany kursów walut). Łączne nakłady inwestycyjne firmy w pierwszych dziewięciu miesiącach roku wyniosły 986 mln zł (+40 proc. rdr).,Piechocinski
W pierwszych trzech kwartałach 2024 r. przychody ze sprzedaży Grupy Dino wyniosły 21.5 mld zł i były o 13.5% wyższe niż w analogicznym okresie 2023 r. Na koniec września 2024 r. sieć posiadała 2572 sklepy. o 232 więcej niż rok wcześniej. Nakłady inwestycyjne przeznaczone na,Piechocinski
Maksymalna opłata za psa w 2024 r. to 173.57 zł. natomiast w 2025 r. będzie to już 178.26 zł za jedno zwierzę. Jak podaje Ministerstwo Finansów. opłatę pobiera aktualnie około 400 gmin. a walka z bezdomnością zwierząt pochłania niemal 350 mln zł rocznie.,Piechocinski
Najwięcej jabłek w październiku kupił od nas Egipt - 5 678 ton.  eksport we wrześniu 2024 do Egiptu był wyższy! Wyniósł 8 233 ton. o 2 555 ton więcej.,Piechocinski
Urodziny Miauczurka,Piechocinski
kraje BRICS stanowią ok. 42 proc. światowej populacji. 30 proc. światowej powierzchni lądu i 24 proc. globalnej produkcji gospodarczej. W ich rękach jest też 45 proc. rezerw ropy naftowej.,Piechocinski
e-publikacja Instytutu Badań nad Gospodarką Rynkową pt. Rolnictwo – jakie wartości. reguły gry i kierunki zmian? Na publikację składa się blisko 30 tekstów uświadamiających. z jakiego rodzaju wyzwaniami i wyborami będziemy musieli się mierzyć w rolnictwie w tym moje opracowanie:,Piechocinski
Na czele Wywiadu Narodowego w nowej administracji zostanie Tulsi Gabbard  Tulsi Gabbard. 43-letnia polityk o indyjskim pochodzeniu. jest podpułkownikiem rezerwy Gwardii Narodowej i weteranką drugiej wojny w Zatoce Perskiej. Do niedawna związana była z Partią Demokratyczną. a w,Piechocinski
Grupa MOL podała wyniki za III kwartał 2024 roku. Zysk przed opodatkowaniem na poziomie grupy wyniósł 503 mln dolarów. co oznacza. że zmalał rok do roku o 24 proc. Firma zapewnia jednak. że jej prognoza finansowa na cały 2024 roku pozostaje niezagrożona. Prognoza na cały rok,Piechocinski
Francuska firma TotalEnergys podpisała umowę na dostawy 2 mln ton skroplonego gazu ziemnego rocznie z chińskim Sinopec.,Piechocinski
Adampol S.A. zakończył rozbudowę rampy przeładunkowej w hasztag#Centrum Logistycznym w Małaszewiczach. Nowo wybudowany. zadaszony obiekt ma długość 144 metrów i jest w stanie pomieścić 7 wagonów,Piechocinski
Narodowy Bank Polski opublikował Raport o inflacji,Piechocinski
pod koniec maja tego roku Ruch zrezygnował z dystrybucji prasy po ponad 100 latach działalności w tej branży. Kolportażem prasy zajmują się teraz inni dystrybutorzy. tacy jak Kolporter. dzięki czemu gazety i czasopisma wciąż trafiają do punktów sprzedaży.,Piechocinski
w Polsce 50 proc. kobiet i jedynie 30 proc. mężczyzn w wieku 25–34 lata ma wykształcenie wyższe. zatem istnieje znacząca nierównowaga na niekorzyść mężczyzn. należąca do najwyższych w Europie.,Piechocinski
Z powodu AI 37 proc. firm w Polsce zwolniło przynajmniej jednego pracownika,Piechocinski
Włochy chcą mediacji Chin. Prezydent Włoch Sergio Mattarella spotka się dziś w Pekinie ze swoim chińskim odpowiednikiem Xi Jinpingiem. Wezwie Chiny do zaangażowania w mediacje w konfliktach na Ukrainie i Bliskim Wschodzie.,Piechocinski
magazyny Spadek aktywności najemców i deweloperów przełożył się na wzrost ogólnego wskaźnika pustostanów w UE. który na koniec czerwca 2024 roku nieznacznie przekroczył 5%. Wzrosty zaobserwowano na większości analizowanych rynków magazynowych regionu. Najniższym poziomem,Piechocinski
członek Izby Polska Azja Tias poszukuje :  Poszukujemy do naszego oddziału w Warszawie  👉Samodzielnych Księgowych 👈  Gwarantujemy 😊 ✅ Pracę w 🌍 międzykulturowym 🌎 otoczeniu ✅ Pracę w języku angielskim ✅ Świetną atmosferę 😍 ✅ Jasno określoną ścieżkę kariery zawodowej 📈,Piechocinski
Westinghouse podpisuje umowę w sprawie wykonania reaktorów AP1000 w Bułgarii,Piechocinski
R.Power. polski deweloper projektów fotowoltaicznych. wyemitował zielone obligacje o wartości nominalnej 530 mln zł. Wpływy z emisji posłużą do refinansowania obecnych zobowiązań i finansowania nowych projektów.,Piechocinski
W Korei Południowej 11 listopada obchodzą Dzień Pepero (빼빼로 데이). radosne święto. podczas którego ludzie obdarowują się ciasteczkami Pepero — cienkimi paluszkami oblanymi czekoladą — by wyrazić sympatię i przyjaźń.,Piechocinski
Urzędy marszałkowskie przygotowują plany inwestycyjne w gospodarce odpadami z perspektywą nawet do 2035 roku. Do 2019 roku w gospodarce odpadami obowiązywała tzw. regionalizacja składowania i przetwarzania odpadów. W woj. kujawsko-pomorskim zapisano w planach inwestycyjnych aż 14,Piechocinski
Według najnowszych danych w PKP Cargo pracuje 10 046 osób. gdy jeszcze na początku lipca spółka zatrudniała 13 711 osób.,Piechocinski
Donald Trump przygotowuje najszersze cła od stulecia. a część z nich zostanie wykorzystana jako karta przetargowa w negocjacjach handlowych - pisze dziennik Washington Post. Gazeta dodaje. że zapowiadane wprowadzenie uniwersalnego cła podstawowego jest jednak mało,Piechocinski
To jest nie do przyjęcia. Czy naród włoski żyje w demokracji. czy to niewybieralna autokracja podejmuje decyzje? stwierdził Musk na swojej platformie X.  Giuseppe Santalucia. prezes Krajowego Stowarzyszenia Sędziów. oskarżył Muska o ingerowanie w sprawy Włoch poprzez wydawanie,Piechocinski
Pod względem robotyzacji przemysłu Polska z 78 robotami na 10 tys. pracowników zajmuje odległe 28. miejsce na świecie. W 2023 r. liczba zainstalowanych robotów w Polsce spadła do poziomu z roku 2018.,Piechocinski
W ciągu 17 lat wzrost cen nawozów był ponad 2.5 krotny.,Piechocinski
Miliarder Bill Ackman ogłosił. że wycofuje swoje firmy z Holandii (np. Universal Music Group) oraz z giełdy amsterdamskiej po antysemickich zamieszkach jakie miały miejsce po meczu w Lidze Europy.,Piechocinski
Na dalszych miejscach pod względem wzrostu cen w październiku były produkty sypkie (cukier. mąka. sól itd.). które podrożały o 7.8 proc. r/r. nabiał z podwyżką o 7.2 proc. r/r. produkty tłuszczowe (wzrost o 6.9 proc. r/r) oraz używki (tj. herbata. kawa. piwo. wódka) i napoje,Piechocinski
od stycznia do sierpnia 2024 roku włącznie wartość eksportu towarów rolno-spożywczych z Polski wyniosła 34.75 mld euro (150.1 mld zł) i była wyższa o 0.2 mld euro w stosunku do analogicznego okresu 2023 roku. To wzrost tylko o 0.6 proc. w ujęciu rocznym – jednak pierwsze osiem,Piechocinski
przemysł: Polscy producenci zwiększyli w październiku produkcję. zamykając tym samym rekordowy 29-miesięczny okres spadku. Tempo ekspansji było jednak marginalne. Przedsiębiorcy z sektora wytwórczego nadal zmniejszali zaległości produkcyjne. a zapasy wyrobów gotowych uszczupliły,Piechocinski
Z danych z końca października wynika. że liczba hodowców trzody chlewnej spadła w ciągu miesiąca o 359 do 48 663. W porównaniu do informacji z końca października 2023 r. gospodarstw zajmujących się hodowlą trzody chlewnej było o ok. 3700 mniej. Warto podkreślić. że jeszcze w 2021,Piechocinski
Dla szpitali. które przystąpią do reformy. mamy 1.5 mld zł. Punktem wyjścia do uruchomienia środków będzie przedstawienie planów naprawczych. Nowa sieć szpitali ma wejść w życie w połowie 2027 r. Szpitale. które wejdą do sieci i podejmą się wdrożenia programów naprawczych będą.,Piechocinski
PKP Cargo skończyło proces zwolnień grupowych. W spółce jest o 3665 pracowników mniej.,Piechocinski
UE Mercosur W imporcie z krajów Mercosur owoców i warzyw świeżych lub chłodzonych UE zachowa system cen wejścia w odniesieniu do większości objętych nim towarów (. pomidory. ogórki. jabłka. gruszki. śliwki. wiśnie. morele. brzoskwinie i nektarynki.,Piechocinski
W ciągu roku 37 proc. firm w Polsce zwolniło przynajmniej jednego pracownika zastępując jego pracę sztuczną inteligencją (AI). Pracownicy najbardziej narażeni na wpływ AI to osoby z wyższym wykształceniem.,Piechocinski
Prezes PSE: na początku lat 30. będzie potrzeba ok. 12 GW mocy w gazie,Piechocinski
od stycznia do września br. Polacy zarejestrowali 206 tys. aut osobowych z napędami alternatywnymi. czyli o 31 proc. więcej w porównaniu z tym samym okresem 2023 r.,Piechocinski
55 tysięcy osób nie przyszło na wizytę lekarską. nie odwołując jej. Dane dot. województwa lubelskiego w okresie styczeń -sierpien 2024,Piechocinski
rolnictwo: Najwięcej wypadków zakończonych zgonem poszkodowanych odnotowano w grupach:  upadek osób – 6 poszkodowanych; przejechanie. uderzenie i przygniecenie przez środek transportu w ruchu – 6 poszkodowanych; upadek przedmiotów – 5 wypadków śmiertelnych i 4 wypadki,Piechocinski
W 2024 roku roczna produkcja polskich jachtów. zwłaszcza łodzi motorowych i żaglowych. może wynosić około 22-25 tysięcy jednostek rocznie . Szacuje się. że do tej pory nawet 90-95% tej produkcji trafia na eksport. głównie do krajów Europy Zachodniej. USA. Australii oraz na Bliski,Piechocinski
dziennik The Washington Post i agencja Reutera przekazały. że Trump odbył rozmowę z prezydentem Rosji Władimirem Putinem. której tematem miał być sposobów zakończenia wojny na Ukrainie. Wiadomość o rozmowie nie została potwierdzona przez żadną ze stron. a rzecznik Kremla,Piechocinski
Henryk Skarżyński jest autorem 5 tys. publikacji krajowych i zagranicznych. w tym 66 monografii. Kieruje od ponad 30 lat. największym międzynarodowym ośrodkiem w swoich specjalnościach – Światowum Centrum Słuchu. Został odznaczony 463 razy. W tym odznaczeniami państwowymi,Piechocinski
firma ochroniarska Muska wystawiła Tesli rachunek na 2.4 mln dol. w 2023 r. i kolejne 500 tys. dol. do lutego 2024 roku. co stanowi tylko część całkowitych wydatków Muska na ochronę.,Piechocinski
Top 5 marek ciągników w Hiszpanii. Kto sprzedaje najwięcej? Najlepiej sprzedającą się marką ciągników w 2023 roku był John Deere. który znalazł 1 910 nabywców. Na drugim miejscu uplasował New Holland z 1 159 sprzedanymi ciągnikami. a na trzecim – Fendt z liczbą 628 maszyn.,Piechocinski
Ustanowiono kontyngenty w przywozie wołowiny. drobiu. mleka w proszku. sera. kukurydzy czy chociażby jaj. a także etanolu i cukru trzcinowego do rafinacji. Wolumen tych kontyngentów w pierwszym roku zazwyczaj jest niewielki i zwiększa się z czasem. Docelowa wielkość kontyngentu,Piechocinski
Według najnowszego rankingu specjalistów ds. trendów konsumenckich z platformy Wethrift. Polska plasuje się na jednym z ostatnich miejsc pod względem przystępności cenowej produktów kosmetycznych.,Piechocinski
Rok do roku średnia cena węgla typu orzech spadła z 1 796 do 1 426 zł/tonę (spadek o 21 procent). granulat węglowy groszek staniał z 1 769 do 1 526 zł/tonę (spadek o 14 procent ). pellet z 1 700 do 1 408 zł/tonę (spadek o 17 procent) oraz drewno kawałkowe z 515 do 435 zł/m³,Piechocinski
Spółka Alchemia likwiduje kolejny oddział. Zamknięta zostanie firma Rurexpol w Częstochowie. Pracę ma stracić blisko 260 osób.,Piechocinski
Lidl z 5 proc. wzrostem obrotu LfL.,Piechocinski
Port of Koper (Luka Koper) poinformował o uruchomieniu nowego bezpośredniego połączenia kolejowego z Serbią. Nowa usługa jest efektem współpracy firm INTEREUROPA d.o.o.. Global Logistics Service (GLS) i operatora intermodalnego Adria kombi d.o.o..,Piechocinski
Od września zmieni się podstawa programowa wychowania fizycznego dla szkół podstawowych i ponadpodstawowych. Jej głównym celem będzie kształtowanie kompetencji ruchowych dzieci i młodzieży. co oznacza. że uczniowie będą musieli ćwiczyć.,Piechocinski
Dostajemy życzenia:  🎉 Szczęśliwego Święta Narodowego. Polsko! 🤩  -- życzenia od UIRR. europejskiego stowarzyszenia branżowego transportu kombinowanego   🔎 Polska. jako europejska potęga wzrostu PKB. jest niezwykle ważnym punktem początkowym i docelowym dla transportu,Piechocinski
Spadek nowej podaży magazynowej Spowolnienie aktywności deweloperskiej w połączeniu z malejącą dostępnością gruntów przekłada się na spadek podaży nowej powierzchni magazynowej. która w pierwszej połowie 2024 roku wyniosła w całej UE ok. 8 mln mkw.. czyli prawie 20% mniej niż w,Piechocinski
Minister spraw zagranicznych Andrij Sybiha powiedział. że Kijów ma nadzieję na dalsze przywództwo USA w osiągnięciu sprawiedliwego pokoju. dodając. że zespoły zaczną przygotowywać potencjalne przyszłe spotkanie obu przywódców. Nie podał żadnych innych szczegółów.,Piechocinski
Jak podaje Business Insider. PepsiCo i Coca-Cola są oskarżane przez władze Los Angeles o działania. które miały na celu przekonanie konsumentów. że ich plastikowe opakowania można w pełni poddać recyklingowi. W rzeczywistości jednak. według hrabstwa. większość plastikowych,Piechocinski
Fico traci zaufanie Słowaków. Z sondaży wynika. że rządząca partia Smer-SD premiera Roberta Ficy straciła pozycję najpopularniejszej partii na Słowacji. Wyprzedza ją proeuropejski. liberalny ruch opozycyjny Postępowa Słowacja (PS).,Piechocinski
Hapag-Lloyd podpisał dwa kontrakty z dwiema chińskimi stoczniami na łącznie 24 nowe kontenerowce. Planowo mają być przekazywane w latach 2027-2029. Nowe statki będą miały łączną pojemność 312 000 TEU. a łączna wartość inwestycji wyniesie około 4 mld dolarów.,Piechocinski
Jak wynika z badania Talent Trends przeprowadzonego przez Randstad. dla 84 proc. polskich liderów HR deficyt kadrowy i luka kompetencyjna to w najbliższej perspektywie największe wyzwania dla przedsiębiorstw.,Piechocinski
Kirgistan i Tadżykistan rozmawiają o wytyczaniu nowych wód we współpracy przemysłowej  Minister gospodarki i handlu Kirgistanu Daniyar Amangeldiev oraz minister przemysłu i nowych technologii Tadżykistanu Szerali Kabirow rozmawiali o obiecujących obszarach współpracy w zakresie,Piechocinski
Inflacja po odmrożeniu cen energii wzrośnie w 2025 r. do 5.6 proc.. a w 2026 r. spadnie do 3.4 proc. – prognozuje NBP w Raporcie o inflacji. Z kolei przy utrzymaniu zamrożenia cen energii inflacja w 2025 r. wyniesie 4.3 proc.,Piechocinski
byłem Przewodniczącym Komisji Budżetu i Finansów,Piechocinski
Grupa Unimot szacuje. że przychody w III kwartale 2024 roku wyniosły 3.62 mld zł. wobec 3.31 mld zł rok wcześniej. Zysk EBITDA (bez odsetek. amortyzacji i opodatkowania) szacowany jest na 42 mln zł. w porównaniu do 12 mln zł przed rokiem. a skorygowany zysk EBITDA na 104 mln zł,Piechocinski
Holenderska marka Scotch & Soda po raz pierwszy ogłosiła upadłość na początku 2023 roku. Mimo podejmowanych prób jej ratowania. europejski oddział firmy ogłosił niewypłacalność. Przyczyną trudności stały się logistyczne problemy po próbie ponownego rozpoczęcia działalności w 2023,Piechocinski
Jednym z moich priorytetów po objęciu urzędu w styczniu będzie uczynienie amerykańskiej granicy silną i potężną — oświadczył wczoraj (7 listopada) prezydent-elekt w rozmowie z NBC News. Nawiązując zaś do swojej obietnicy wyborczej w sprawie masowych deportacji. Trump stwierdził.,Piechocinski
W III kwartale nominalny wzrost cen sprzedaży mieszkań był też wyższy niż dynamika wynagrodzeń. która w tym okresie wynosiła ok. 10 proc.. ale w ujęciu rocznym spowolnił pierwszy raz od początku 2023 r. - podał PIE.,Piechocinski
Porozumienie Unia Europejska – Mercosur (Brazylia. Argentyna. Paragwaj i Urugwaj). które ma zostać podpisane podczas szczytu G20 w Brazylii 18–19 listopada. ma utworzyć blok gospodarczy. który będzie skupiał blisko 750 mln mieszkańców i tworzył blisko 20 proc. światowego PKB.,Piechocinski
Łukasz Jankowski podał. że jeśli chodzi o medianę płac lekarzy. wynosi ona – według danych z Agencji Oceny Technologii Medycznych i Taryfikacji – ok. 14 tys. zł brutto.,Piechocinski
W październiku br. w Chinach dokonano przełomowego osiągnięcia: ukończono pierwszą na świecie w PEŁNI ZAUTOMATYZOWANĄ budowę nawierzchni na prawie 160-km odcinku drogi ekspresowej Pekin-Hongkong-Makau. Autonomiczne maszyny układające nawierzchnię współpracowały z dronami z,Piechocinski
Polska wydała 3.3 mld złotych na leczenie w naszych szpitalach 1.2 mln uchodźców. W polskich placówkach medycznych szkoli się ukraińskich lekarzy. Zapewniono uchodźcom darmowy transport publiczny w miastach oraz za pomocą PKP. Polska i polskie spółki skarbu państwa zapewniają,Piechocinski
12 listopada - urodziny Miauczurka,Piechocinski
Najnowszy raport organizacji Access to Nutrition Initiative ujawnia niepokojące zjawisko: globalne koncerny spożywcze sprzedają w krajach o niskich dochodach produkty o niższej wartości odżywczej niż w państwach zamożniejszych. Firmy przyznają się do błędu.,Piechocinski
pozytywnie wypadł sektor energetyki wiatrowej. który osiągnął w ubiegłym rekord przyrost mocy wynoszący 114.5 GW. Do tego spektakularnego wyniku w znacznej mierze przyczynił się onshore wind. odnotowując przyrost mocy na poziomie 103.9 GW. zaś offshore wind odpowiadał za 11 GW.,Piechocinski
Trump a V4. Wybór Donalda Trumpa na prezydenta USA wzmocni frakcję Patriotów dla Europy w Parlamencie Europejskim. a także Grupę Wyszehradzką. uważa wiceprzewodniczący czeskiej partii ANO Karel Havlíček.,Piechocinski
W pierwszych trzech kwartałach br. zarejestrowano 105 tys. sztuk samochodów marek premium. o 22.2 proc. więcej r/r. a także 294 tys. aut marek popularnych - o 11.1 proc. więcej.,Piechocinski
wnosi Pan o przyznanie maszyniście renty alkoholowej?,Piechocinski
Wybuchu wojny na terytorium Polski obawia się 4.9 proc. przedsiębiorców. 3.9 proc. - kontaktów z bankami lub firmami leasingowymi. zaś 1.2 proc. - niestabilności politycznej.,Piechocinski
Amazon otworzył sklep Haul. który ma być konkurencją dla chińskich platform AliExpress. Temu i Shein. Amazon Haul ma być miejscem. w którym klienci znajdą szeroki wybór produktów w ultraniskich cenach. Głównym zamierzeniem nowego sklepu jest sprzedaż produktów w cenie maksymalnie,Piechocinski
Lyft (NASDAQ: LYFT) ogłosił trzy oddzielne partnerstwa – ze start-upem May Mobility. z należącą do Intela (NASDAQ: INTC) firmą Mobileye zajmującą się autonomiczną jazdą oraz producentem inteligentnych kamer samochodowych Nexar – jako że przewoźnik chce wejść na wschodzący rynek,Piechocinski
Niedziele handlowe 2024:  ostatnie niedziele stycznia. ostatnie niedziele kwietnia. ostatnie niedziele czerwca ostatnie niedziele sierpnia niedziela przed Wielkanocą dwie kolejne niedziele poprzedzające Boże Narodzenie: 15 grudnia i 22 grudnia,Piechocinski
Uzbekistan wprowadził znowelizowaną ustawę O spółdzielniach rolniczych,Piechocinski
Na koniec 2023 r. na świecie było zainstalowanych ponad 4.2 mln robotów przemysłowych. podczas gdy na koniec 2022 r. robotów było ponad 3.9 mln. To wzrost o 10 proc. Pod względem robotyzacji przemysłu Polska z 78 robotami na 10 tys. pracowników daleko odbiega od średniej,Piechocinski
Obroty towarowe handlu zagranicznego w zł w okresie styczeń-wrzesień 2024 r. były niższe niż przed rokiem: hasztag#eksport o 7.7%. a hasztag#import o 5.7%.,Piechocinski
Grupa InPost. na koniec III kwartału 2024 r. osiągnęła poziom 43 812 urządzeń paczkowych. po wzroście o 33% r/r. Grupa obsłużyła 262 mln przesyłek. czyli o 25% więcej r/r. natomiast przychody zanotowały skok o 23% r/r. osiągając 2.54 mld zł.,Piechocinski
Średni wiek pociągu to 40 lat.,Piechocinski
Według chińskiego Ministerstwa Handlu od stycznia do września 2024 r.. w Chinach zarejestrowano 42 108 przedsiębiorstw z kapitałem zagranicznym. w których rzeczywista wartość zainwestowanego kapitału zagranicznego wynosi 640.6 mld juanów.  W tym okresie faktyczne wykorzystanie,Piechocinski
Trwa 13. edycja Darmowego Listopada. w ramach którego bezpłatnie będzie można zwiedzić Zamek Królewski w Warszawie. Muzeum Pałacu Króla Jana III w Warszawie. Muzeum Łazienki Królewskie oraz Zamek Królewski na Wawelu,Piechocinski
RYNKI ZAGRANICZNE Od wyboru Trumpa najbogatsza dziesiątka świata wzbogaciła się o 64 mld dolarów,Piechocinski
Minister spraw zagranicznych przyznał też. że ma osobistą satysfakcję z otwarcia bazy.  20 sierpnia 2008 roku podpisałem umowę z sekretarz stanu Condoleezzą Rice dotyczącą instalacji elementów tarczy antyrakietowej w Polsce — przypomniał.  Negocjacje były niełatwe. ale,Piechocinski
W woj. podlaskim zgłoszono gotowość budowy 11 instalacji (w tym rozbudowę spalarni w Białymstoku). Tu moce przerobowe zbliżają się do 100 proc. tego. co wytworzą mieszkańcy.,Piechocinski
kontrole na granicach przywróciły Austria. Włochy. od 5 grudnia Holandia.Słowenia. Norwegia. Dania. Polska. Finlandia i Szwecja.,Piechocinski
Według danych GUS. we wrześniu w ujęciu rocznym sprzedaż detaliczna spadła o 3 proc. w ujęciu rocznym. zaś w ujęciu miesięcznym był to spadek o 5.7 proc.,Piechocinski
GUS podaje. że w ogólnej liczbie 327 tys. sklepów podobnie jak w poprzednich latach największy udział stanowiły placówki o specjalizacji branżowej pozostałej (44.2 proc.). ogólnospożywczej (22.2 proc.) oraz sklepy z wyrobami odzieżowymi (10.4 proc.).  W porównaniu z rokiem,Piechocinski
Po 9 miesiącach 2024 r. przychody Grupy Dino wyniosły 21 521.6 mln zł i były o 2 553.3 mln zł. czyli o 13.5 proc. wyższe niż w analogicznym okresie 2023 r. Firma ma 2572 markety.,Piechocinski
Zaledwie 6.3 proc. Polaków jest zatrudnionych na niepełny etat. Dla porównania w pozostałych krajach UE odsetek ten wynosi 27.5 proc.,Piechocinski
Marka The Body Shop. niegdyś pionier w etycznym podejściu do produkcji kosmetyków. ogłosił upadłość w Holandii. To kolejne niepowodzenie po plajcie w Wielkiej Brytanii. USA. Kanadzie i Belgii.,Piechocinski
Unia Polskich Przedsiębiorców (UPP) ostrzega o kryzysie w branży budowlanej. Po 9 miesiącach 2024 roku liczba niewypłacalnych podmiotów w tej branży wzrosła o 40% w porównaniu do tego samego okresu roku poprzedniego i jest o 10% wyższa niż w całym 2023 roku. Problemy dotknęły,Piechocinski
Polskie MŚP mają największy udział w wydatkach konsumenckich w takich branżach jak restauracje i hotelarstwo. W obu przypadkach jest to prawie 70 proc. Tak wynika z raportu Mastercard Economics Institute (MEI). Największy wzrost wydatków konsumenckich rdr. w polskich MŚP nastąpił,Piechocinski
